,tunes
575,F2E2D2FGD2AGF2E2|G2A2d4de2dd4|d4AFEGE3FGFAd|dB2ddBGdABG2A2d2||deA2A2GAD2A2F2E2|G2d2d2edd3ed4|BdFEBG2BEDE2F2GA|dAd2dA2dGFAGdBd2||d2e2e2g2d4d2A2|d3ea2g2fgabgeBd|dedge3dd4dAGB|eg2fededdA3d4||f2g2a2gaa2d2d2e2|d'2bd'a4gag2d4|d3ed2edGA2GG2d2|Bd3d3GG2F2G2A2
576,d4d4d4d4|d4e2d2d4e4|e2d2d2B2e4e2a2|gfe2d4dBd2d4||d4d4d4d4|d4e2d2d4e4|e2d2d2B2e4fea2|g2e2d4B2d2d4||g4a2g2f4f2d2|e2g2g2f2d2e2efe2|f2g2gag2g4d4|f2g2e2d2d4d4||g4g4ef3f2d2|f2g2g2f2d2e2efe2|d'4d'2b2g2f2d4|f2g2e2d2B2d2d4
577,e2A2A4A2GAA2d2|e4d4ga3gagf|e2d2A2d2GFe2d2g2|gfa2gfe2ed3d4||e2ABA4A4A2d2|e2ded4g2a2g4|e2d2A2d2GFe2d2g2|g3agfe2e2d2d4||bab2d'2a2d'4d'2g2|a4d'2a2dea2b2ab|gfd'2abd'2e'2d'2a2b2|a2g2g2e2e2d2d4||b2d'2d'2b2d'4d'2a2|b2a2d'2a2e2aga2d'2|d'2a2g2aga2d'2a2d'2|d'2a2g2e2e2d2d4
578,B2E2F2B2G2B2d4|d4e3fefe2e3d|d4d2A2G2A2A2d2|d4d2B2G4G4||BdE2F2B2G2B2d4|ed3e4f2e2e4|d4d2A2G2A2A2d2|d4d2B2G4G4||a2b2d'2b2a2g2g2e2|e2g2g2fed2e2e2d2|a2d'2d'2a2g2e2d2e2|d4d2B2G4G4||bab2d'2aba2g2g2e2|e2g2g2e2d2e2e2d2|a2d'2d'2a2g2f2e2f2|d4d2B2G4G4
579,d2BdA2G2G2E2E2F2|G3AG2E2G2E2G2A2|d4d2A2AG3G2A2|G2E2E2D2A4A2B2||d2B2A2G2G2E2E2F2|A2GAG2E2G2EFFGA2|d4d2A2GAG2G2A2|G2E2E2D2A4A4||d4e2d2B4d4|B4d2e2f2g2g4|e2g2g2e2d4d4|B2G2G2E2A4B2A2||d4e2d2B4d4|BdBdd2e2gfg2g4|e2g2g2e2d4d4|B2G2G2E2A4B2A2
580,"G2D2D4A,2B,2A,B,FE|E2D2D2A,B,DB,D2D4|d2EFD4D4D2d2|B2A2G2FEE4G4||F2D2D4A,2D2A,2FE|EFD2D2A,B,D4D2FE|A2EFD4D4EDd2|B2A2G2F2DE3A2d2||d2B2d4G2E2D2G2|G2D2G2F2E2G2D2B2|d2A2A2B2G2E2F2G2|dBA2A2E2E2D2A2e2||d2B2d2B2A2E2D2G2|G2D2F4E2G2E2G2|Bde2d2G2G2E2E2dB|B4G2E2E4G2FG"
581,ef2eg2efed3d2e2|d2eddefddgfee2d2|f3egedfedBdedeg|fd2eed2gd2edd2e2||g2e2g2fgfd3d2e2|d4ede2fe3d2fe|efedef3d4d4|edfdfd2ged2Bafg2||d'bgae'2d'2gfa2abd'2|d'2ad'd'2e'd'd'4babd'|bd'ad'd'2aga2gabgfg|agfgba2eede2a2g2||b3ae'd'bd'd'2a2f2d'b|d'2ad'abd'bd'4baga|d'3e'bd'bafgfgfg3|e3ffgaeg3aa4
582,dB3d2A2GAFEd2G2|B2A2d2A2d4d4|d4d2A2E2B2A2B2|d4d2A2F2E2D4||d2B2d2A2GAF2d2G2|B2A2d2A2d4d4|dBd2d2A2E2B2A2B2|d4BdA2F2E2D4||edabd2e2d2e2d2e2|f2a2d'babd'2a2a2g2|d2a2f2e2d4e2a2|e2g2d2A2FGE2D4||e2g2ede2d4d2e2|fga2b2a2d'2g2a2fg|g2d'2f2d2d2E2E2G2|F2G2G2E2F2EDD4
583,d4d4A4F2E2|G2A2d4efe2e2d2|d2g2d2A2G4F2dB|deg2fe3e3fd4||d4ed3A4F2E2|G2A2d4f2e2e2d2|d2g2d2A2G4F2B2|edg2g2ded4gfed||e2dee2g2a2d'2a2e2|a2g2g4e4d4|d2g2d2f2b2d'2gad'2|gag2g2e2d4g2de||e2dee2g2a2b2a2e2|a3gg4e4d4|e2f2d4de3d2g2|g2a2g2e2ded2d3e
584,B2G2A2E2A2d2d4|AB3d2A2G2E2E4|A4A4d3ee2d2|g2d2f2d2e4e4||B2G2A2E2BAd2d4|A2B2d2A2G2E2E4|A4A4d2e2e2d2|g2d2f2d2e4e2de||g4g2e2f2e2e4|e2g2f2e2d4e2d2|g4a2e2f2d2e2f2|g2d2e3de4e4||g4g2e2f2e2e4|e2f2f2e2d4e2d2|g2a2b2gff2d2d2f2|g2d2e4e4e4
585,d4d4d4BAd2|d4d4d2G2G2A2|d4B2d2d4dBA2|d4e4e2d2d3B||d4d4d4B2d2|d4d4d2G2G2A2|d4B2d2d4BdA2|d4e4e2d2d4||e2d'2d'2b2g4g2a2|a2g2d'2gabag2bd'a2|e2a2a2g2fgd2e2f2|g2e2d2e2e2d2d4||feb2d'2b2g4g2a2|a2g2d'2g2bagfb2g2|g2a2a2g2g4a4|g2e2d2e2e2d2d4
586,d4d2B2A2G2D4|A2E2AGE2A2F2F2G2|d4d4dB3dBd2|fe3e2d2e4d4||d4d2B2A2G2D4|A2DEAGE2A2F2EF2G|d4d4d2ABd4|fe3e2d2e2d2d4||d4d4e2g2e2d2|d2B2e4f2e2d4|B2e2e4f2g2f2a2|f2d2e2d2d4d4||d4d4e2fge2d2|d4e4g2e2d2f2|a2g2g4f4f2a2|f2e2d4d4d4
587,dBABGAGFE2DED4|E2D2AGE2GA3A2G2|d2A2A2G2F2E2G2A2|G4G2D2A2G2G4||d2A2AGFGE2D2D4|E2D2A2E2A4A2G2|d2A2A2G2F2E2G2A2|G4G2D2A2G2G2FG||A4B2A2B4A2G2|F2E2E2F2G2A2A4|d4e2d2d4d2B2|A2G2G2E2G4G4||A4B2A2B2A2G4|F4E2F2G2A2A4|d2e2d4g4f2d2|A4G2E2G4G4
588,"G3AA2G2E2GAG4|E2G2G2A2d2F2F2G2|BAB2dBA2G2d2A2G2|F2D2E2D2D2B,2B,4||G4A2G2E2A2G4|E2G2G2A2d2F2F2G2|B4d2A2G2d2A2G2|F2D2E2D2D2B,2A,B,D2||f4g2f2d4d4|e2d2f2e2eda2g4|e2g2a2f2d4d2e2|B2G2G2F2E2D2D4||f4g2f2d4d4|e2d2f2e2d2a2g2a2|gfg2gfd2d4A2G2|A2E2E2D2D2A,2A,4"
589,"D4D4E4D2ED|G4E2D2E2F2E2D2|F2E2E2D2F2A2F2E2|A2E2F2E2D4D4||D4D4E4D2ED|G4EFD2E4E2D2|F2E2E2D2G2A2FGE2|A2E2F2D2D4D2B,D||G4F2G2E2D2D4|EFE2G4G2A2G4|B2A2F2A2F2A2F2D2|ED3F2D2D4D4||G4F2G2E2D2D4|E4G4G2A2G4|A4G2A2F2A2E4|D4D4D2B,2D4"
590,B4d2B2A4EFE2|G4A2G2G2A2B4|dBd2d2e2d2A2d4|e2d2d2A2d4d4||B4d3BA4F2E2|G4B2G2G2A2B4|d4d2e2d2A2d4|e2d2d2A2d4d4||d4d4e2g2e2d2|d4d4B2A2A4|d4d2e2g4e2d2|e2d2d2A2d4d4||d4d4e2f2ded2|d4d4B2A2A4|d4d2e2g2a2e2d2|e2d2d2A2d4d4
591,"D3B,B,D3D2FEd2ed|degddfedBfdBAdG2|GFEGGEDFFEFGdBfa|ged2dBGAGAG2BA3||E2B,DD4D2FEA2d2|de2fBAd2d3BGFA2|E2DEFEDEE2FEAGAB|BA2BgedgA2dBd2Bd||G2A2B2dBA2FGA2Bd|BAGdfg2dGAd2A2GF|FAGAG2AGB2DEBGEG|ABd2G2dGA2G2dBd2||G2A2B4d2G2E2AB|d3fd4d4GA3|FGFGGA2GEGE2G3A|G2FGBdedGA3G4"
592,e2d2g3fe2d2d4|d4d2fed3BABd2|e2feg2fee2deed3|fed2d2B2d4d4||fed2fg3e2d2d4|d4d2e2d4A2d2|f2deagfged2ee2d2|dBd2ede2d4d4||d'b2d'gefgd'4g2e2|d'3e'fgage2agg3a|abgad2feg3afed2|d4d2A2d4d4||a3bg4d'2b2g3f|d'4f2age2a2g2f2|b2abg2aggafgd4|B2d2e4e2d2d4
593,d4d2g2AGd2B2d2|G2BAd4d2B2ABG2|d2g2d2g2d2g2e2d2|ed3d4A2G2G4||d4edefA2d2B2d2|FGB2d2edd2BdA2G2|d2g2d2g2edg2f2d2|e2d2d4A2G2G4||g2bae'2d'2b2e2g4|gad2e2g2g2e2e3d|f2a2d'2b2b2e2g2e2|e2d2d4A4AGA2||g2d'be'2d'2b2e2g4|a2d2e2g2g2e2d2e2|d4d4d2e2d'bg2|d4d4A4GA3
594,ed3d2A2G2FGD2B2|d4B2G2F2BAA4|a2fgd4A4A2ef|gfded2BAd4d4||e2d2d2A2G2FGD2B2|d4B2G2F2B2GABA|agf2d4A4BAe2|f2e2d2A2d4d4||f2d2f2d2f2a2a2f2|g2f2f2e2d4d4|d2agg2e2f2g2g2b2|a2g2e2f2g2e2e4||f2d2e2d2g2a2a2f2|g2f2f2e2d4d4|e2fed2A2EFEFE2G2|A4d4d2e2e4
595,e4e2f2g4g3f|B2e2f2e2e2d2d4|A2d2ed3gabag2ab|b2d'2a4f4d4||e4e2f2g4gfg2|B2e2f2e2e2d2d4|ABd2d2e2b2d'2baga|d'ba2d'b2af2d2e2d2||bad'2d'4d'2bd'd'4|g2d'bd'2b2g2d2d4|e2g2b2ad'd'4e'2d'2|ad'bafgagf2e2e2de||b2d'2d'4d'4d'3e'|d'4d'2b2g2d2d4|e2g2a2e'd'd'4e'2d'2|d'2bagad'2e2d2d3e
596,d4BAG2G4G2A2|d4d2B2d4d4|d4B2A2G2B2E2A2|BdG2G2F2D4D4||d4B2G2G2A2G2A2|d4d2B2ed3d4|d4B2A2G2B2E2A2|d2G2A2F2DED2D4||d4f2d2d2e2e2d2|d2e2a2g2d2f2g2e2|e2d2e2d2d2B2d2G2|d2G2A2F2D4D4||d4f2d2ede2e2d2|d2e2g4e2f2g2b2|d'2g2fge2d4A2G2|dBG2A2F2ED3D4
597,efd2B2A2A4B2G2|B3dB2G2B4d4|d2B2BAd2d4d2A2|d4d2A2d4dBd2||f2d2dBA2A4B2G2|B4B2G2B4d2e2|d2ABB2d2d4d2GA|d4d2A2d4d2Ad||d2e2f4g4g4|f2g2a2g2e2f2f2e2|d2e2e2f2g4a2g2|e4d2A2d2B2B2d2||d2e2f2efg4g4|f2g2gag2e2f2f2e2|d2e2e2a2a4a2g2|e4d2A2d2B2B2d2
598,ef2ebd'g2deg2fgd'2|a2g2e2gead'2agafd|ga2gga2gded'2d2a2|d'4a3bba3edg2||g3eab2afeg2gfd'2|d'bdeaga2d'3aa2e2|a2bad'bgageabedg2|d'2a2a3ba2d2d'g2a||d'2gfd'2bd'g'2e'f'd'2e'2|e'2d'2d'2e'd'e'2d'2d'3e'|g'f'd'2d'2e'd'e'g'2f'a2d'2|gab2d'3ag4g2ag||d'3bd'4f'2e'2d'2e'2|d'3bd'2f'e'e'2d'2d'4|f'2b2a2d'babd'2g2d'2|d'4d'3babg2e2ga
599,e4d2B2A2GABAd2|d4BAd2d2e2e2G2|e2f2d2B2G2A2d2e2|e2ded4d2BAA4||e2ded2B2A2GABAd2|d4B2d2d2e2e2G2|e2f2d2B2G2A2d2e2|e2d2d4d2ABABAB||b2a2b2d'2b4abd'2|a2g2e2f2gag2e2d2|b2d'2g2d'2a2g2e2a2|g2f2d4d2B2A4||a2b2a2d'2b4a2d'2|a2g2e2f2g4e2d2|e4A2d2d2e2g4|g2e2e2d2d2B2A4
600,e2fee4e4e3f|e2geea2eeageege2|e3dd2BddB2ded2f|ed3ed2ed4d4||g2e2e4e4e4|fed2agfgg2f2e2f2|efe2g2egdAd2d4|d4gedfd2BGed3||a2bad'4b2a2a2g2|g4gd'beeg2ffgfe|ab2d'd'3bgbg2age2|de3edeBB3de2d2||a2b2d'4d'4a2g2|fg3gabgeg3fg3|a2bd'd'4fag2d2e2|d4e3dB2d2d4
601,A2dBd4fefgedA2|B4e2d2e2A2BAd2|AGfge4g2a2e2d2|efd2d2A2E2D2D3E||GAdBd4fef2e2A2|B2d2e2d2feA2B2d2|A2f2e4aga2e2d2|e2d2d2A2EFD2D3E||d'2ad'd'2a2feg2g2d2|a4d'2aba2d'2d'4|g2b2d'2a2ga3a2e2|fed2d2A2F2E2E4||d'4d'ba2g4efd2|aba2d'ba2d'bd'bd'4|d'4a4efe'2g2a2|e2d2d2A2F2E2E4
602,dB2dA3GG3AB2G2|E2G2A2G2G2A2A2B2|BAd2dBA2F2GAB2G2|E2A2F2G2E2D2D4||d2B2BAGAG3AB2G2|E2G2A2G2G2A2A2B2|B2d2dBA2F2A2B2G2|E2A2F2G2E2D2D4||G2A2d4d4d4|A2d2f2e2f2d2d4|G2d2e2d2G2d2d2B2|G2A2F2G2F2D2D4||G2A2d4e2d2d4|B2d2e4g2d2d4|d4d4ABe2A2F2|E2G2F2G2F2D2D4
603,DE2DG2d2efdBd2B2|AG3G2B2G2E2D4|EDEDFGA2GA2dd2fa|ge2fA2d2d2ABA2d2||D2EDF2e2e2d2d2B2|A2FGd4GFE2D4|F2E2GAEGGFG2dAd2|dBd2agdfd4gfe2||g2e2d'2fgbaf2f2e2|d4de3A3GABef|d'2gbd'2efg2fged3|e2B2GAd2d2G2f2g2||fg2fd'2g2d'4g2f2|f2d2e2d2A4A2E2|FG2AA2edA2d2d4|d2e2fgd2d2A2d3e
604,e3fagefg3aa2e2|f2gaf2e2e2d2d4|d2e2d2e2g2a2e4|abd'2d'2a2f2e2d4||e2gefgagg2a2a2e2|gfg2f2e2e2d2d4|d2e2d2e2g2a2fe3|bad'2d'2aggfded4||d'2g2d'abd'g'e'd'2e'3d'|d'2e'2e'f'd'e'd'2a2d'4|a2d'2bd'3f'2d'2e'2d'2|gd'3a3gg2d2d4||babababd'f'e'd'2e'3d'|d'2g'f'f'2e'f'e'2gfd'4|d'4bd'3d'4e'2d'2|abd'2g4fge2d4
605,e2ABB2G2d2GAA2d2|d2B2d2G2d4f2d2|d2A2A2B2d2A2d2f2|fed2e2d2e2g2g2e2||e2ABB2G2d2GAA2d2|d2B2d2G2d4f2d2|d2A2A2B2d2A2edf2|f2d2e2d2edg2gf3||d2e2g2e2g4e2d2|d4d2e2e4d2e2|d2g2a2f2a4g2f2|e2A2d4d2e2f2g2||e4g2e2g2f2e2d2|d4d2e2f2e2d2f2|e2gfa2f2a2b2g4|g2a2a4d'b3age2
606,d4d4d4dBd2|d4d2B2Bd3d2A2|d2e2e2d2d4d4|g2d2d4e2d2d4||d4d4d4B2d2|d4d2B2B2d2d2B2|d2e2e2d2d4d4|g2d2d2B2e2d2d4||g4b2a2bd'3d'4|d'2g2a2g2a2f2e4|e2g2g2b2d'2a2a2g2|g2e2d4e2d2d4||g4b2a2d'bd'2d'4|d'2g2a2g2a2f2e4|e2f2g2bad'2b2d'2a2|f2e2d4e2d2d4
607,e2d2d3eAGe2f2ed|e4efe2ded2d2B2|d4d4efd2a2ed|abd'2d'bad'd'ba2e2g2||e2d2d2e2G2fef2ed|fe3g2e2d4d2B2|d4d4e2d2g2d2|a2d'2babd'baedd'a2g||d'4d'2e'2a2bd'b2ab|e'2d'2abd'bd'4fgb2|f'2d'2abd'2d'4d'b3|a2d'e'd'bd'2a3ga3g||d'4d'4d'4a4|e'4a2bad'4fe2d|a2d'2e'4d'2e'd'd'2a2|a2d'2d'bd'2bd'a2g4
608,BA2BA2G2E2DED2G2|GAF2FED2G2d2d4|e2GAA2GAFEF2D2G2|B2d2A2F2G2A2G4||A4A2G2EFDED2G2|A2F2EFD2G2d2d4|e2GAA2G2F4D2G2|B2d2A2F2G2A2G4||d4e2d2d4d2e2|e3da2g2ag3g2fg|d4d4d3Bd4|e2d2A2F2G2A2G2A2||ded2e2d2e2d2d2e2|e4a2g2a2g2f4|b2g2efe2d2A2d2ed|e2d2A2F2G2A2A4
609,d2G2G2EFB2G2d2G2|d2F2ABGFd4e2d2|feBddB3d4d2G2|d2e2e2d2e2d2d4||d2G2G2E2B2G2d2G2|d2FGA2G2d4e2d2|gfB2d2ABd2e2BdG2|d2fee2d2e2d2d4||d4e2d2e2d2d4|e4a2fgfea2b2g2|e4e2d2g2d2g2e2|d4f2d2e2d2d4||d4e2d2e2d2d4|e4a3bd'4b2d'2|d'2a2b2a2g2f2fe3|d2e2f2d2e2d2d4
610,defegagdgb2ag2e2|g2agad'age2d2e3d|eg2eefd2fad'2g2eg|bag2ageag2a2d2e2||e2fefgfead'3g2ed|g2agb2a2fed2eded|gfd2gfd2d'3aa2d2|agagd'aegfedAged2||f2e2g2ad'd'2a2gfef|e'3f'f'e'd'2bd'2babd'2|a2gaga2egbd2gfeg|gd'b2d'3eede2f2d2||g2e2g2abd'3bg2fe|e'4e'3d'd'3ba2b2|bd'a2abd'2ege2e2a2|gagab3fe2fgd2ef
611,e2d2f2e2d4B2A2|A2dGGB2GGBGEDEFE|B3Ad2GddAGdd3f|dBAdAGEAGA3d4||e2d2gfded4B2GA|A2dBA4AG3D2G2|d2AEd2AdGEG2d2Bd|AGdBfe2gd2gefe3||agbd'ed2ed2A2A2G2|d2Adgf2dde3A2GA|dgdfed2ABdAddAEG|A4A2dGdB3d4||gfabe4d2A2A4|d2A2d2e2e4d2Ad|Ad2fd3AGA3G2A2|EFABd2edd2e2e2fg
612,d4A2G2EDEFE2B2|d4B2GAF2EDDE3|d2e2A4E2G2d2g2|d4A4d2e2g4||d2BdA2G2E3FE2B2|d2BdB2GAF2DEDE3|d3eA4EFG2e4|d4A4d4d4||d2e2g4g2e2e2g2|e2d2f2edd2B2B4|d2feg2f2a2g2f2e2|d2A2A2G2d4e2d2||d2e2f4a2e2e2g2|e2d2e3dd2B2B4|e2f2g2f2a4e2d2|d4d2B2e2g2f2e2
613,d4d4B2A2d2fe|ed3d2e2d4d4|d2B2A4A2G2e4|e4gagfbad'2d'ba2||d4d4A4d2f2|e2d2d2e2d4d4|d2ABA4A2G2fe3|f2d2ABdBB2dBd4||d2e2e2ded3Bd4|e2d2d2edd2A2A4|d2e2e2d2d2e2e2g2|f2e2e2d2e2g2f3g||e4e4e2d2B2d2|e2d2ded2d2A2A4|d2f2a2g2a4a2d'2|d'4a2d'2d'2a2g2d2
614,G4B2G2G4D2G2|E4A2FGE4D2G2|GFGAd2A2A2FGG2B2|d2A2G2E2E2D2D4||G4B2G2G4D2G2|DE3A2FGE2DED2G2|GFG2d2A2A2FGG2B2|d2A2G2E2E2D2D2GA||e3dd4d4d4|e2A2d2B2d4d4|f2d2d4d4d4|d2B2A2F2E2D2D2GA||d2e2d4d4d4|edB2d2B2d4d4|f2e2d4e2d2d4|d2ABA2F2E2D2D4
615,d3ee2d2d2BdA2d2|d2B2d4e2g2e2d2|d2g2f2e2d4d4|gfe2g2e2e4g2e2||d2e2e2d2d2B2A2d2|d2B2d4e2g2e2d2|Bdg2f2e2d4d4|g2e2g2e2e4g2ef||f2a2d'2g2a2b2a2f2|fed2d4e2f2e2d2|e2d'2d'2a2ab3a4|g2e2d2e2d2e2e2f2||f2agd'2a2b4a2g2|f2d2d4e4e4|d2e2e2d2f2a2b4|aba2b2a2a4g3f
616,d4ABdBA4d4|e2f2d2f2d4d4|e4d4d4d2e2|e4e2d2d4d4||d4B4GA3d4|e2f2d2f2d4d4|feded4d4d2e2|e4ded2d4d2Bd||d4edf2f2e2d4|g3af2d2AB3A2G2|d4e2g2a2g2e2f2|d2f2e2d2d4d4||d4e2f2f2e2d4|g4fed2B4A2G2|d4e2g2a2g2f2g2|d2f2ded2d4d4
617,g4a2e2gfgabd'ag|e3fbaedabe2g2e2|gfe2g2d2e2g2ad'g2|bd'3d'e'd'ba2d'2e2f2||a2bgfgagf2baa3g|e2fea2e2a2e2age2|gfe2gfd2geg2d'bg2|d'2bd'd'4a2fed'aga||d'3bd'3e'f'e'd'e'd'2e'd'|d'e'f'2e'2d'e'd'2g'2e'f'e'2|d'4d'2e'2f'g'f'e'e'3d'|ad'e'd'bd'2bg4g4||d'4d'4f'e'3d'2e'2|d'2f'e'd'2f'2e'2g'2e'4|g'2e'2e'3d'e'2f'e'd'4|e'3d'b2d'2a4e2g2
618,d4gafdegagde3|d4e2g2f2d2d4|d3Bded2deBeedfd'|bdfggd2ade3d4||d4a4a2g2e4|d4e2g2g2d2d4|d4ded2e3dfgef|afd2d'edbed2Gfd3||d'4d'4a2g2a2fa|e'd'2e'e'3f'e'd'3a3b|ad'ad'd'3gfag2bgdf|fabaad'2de4d4||d'4d'4d'2b2b2a2|f'e'f'2e'2d'e'f'e'd'2a2ba|bd'bd'abd'afag2g3a|fgegad'2dd2e2d4
619,fed2g2d2f2d2d4|ed3B2d2e2d2ABAG|gfe2e3dd4d2A2|fed2e2d2d4d4||f2d2g2d2gfd2d4|e2d2B2d2e2d2A4|gfe2e2d2d4d2A2|f2d2e2d2d4d4||e'd'3d'2b2g4g4|a2f2f2g2fed'2gag2|d'3e'd'2b2g2f2e2g2|e4d4d4d4||d'4d'2b2g4g4|a2f2f2g2gfd'2a2e2|geg2g2e2e4d2f2|g2e2d4d4d4
620,d2e2f2d2d4B4|d4d3Bd4d4|e2fge2d2A2e2e2B2|f2d2d2e2d4d4||d2e2f2d2ed3A2dB|d4d3Bd4d4|e2g2e2d2A2e2e2B2|g2d2d2e2d4d4||ba3d'2gabab2d'4|d'2g2bad'2d'4d'4|a2d'2d'2a2d'bg2a2b2|g2efd2e2e2d2d4||ba3d'2gab3ad'4|d'2g2a2d'2d'4d'4|e'd'3d'2gaagd2e2g2|gafgg2e2d4d4
621,B2dBd2BAd4A2E2|A2EFG4d2A2A2d2|d2A2B4d3ed2BA|d2g2d2A2d4d2B2||B2dBd2B2d4A2E2|A2EFG4d2A2A2d2|d2A2B4d2e2d2A2|d2fgd2A2d2ABd2f2||e4e2d2e2f2g2ef|d2e2f2d2d2B2A2d2|d4d4e2d2g2d2|d2g2d2A2d2A2A2a2||e4e2d2fef2f4|d2edf2d2d2B2A2e2|g2e2f2g2e4e2d2|d2g2d2A2d4B2d2
622,d2A2d4d4d2B2|d4d2G2d4d4|d4d4d4d4|e2d2d4d4d4||d2A2d4d4d2B2|d4d2G2d4d4|d4d4d4d4|e2d2d4d4d4||a4f2g2a4g4|a4a2d'2abd'2b2ga|a4g2b2g4e4|e4d4d4d4||a4f2g2a4g4|a4a2d'2a2d'2a4|d'4d'4a2g2e4|e4d4d4d4
623,G4ABG2A2F2E2D2|G2E2E4E2GAA3B|D2B2d2A2A2G2F2E2|d2G2d2G2E2F2F4||G4BAG2A2F2E2D2|G2E2FE3E2GAA4|D2B2d2A2A2G2EFE2|d2G2d2G2EF3F4||A2B2d4d4d4|A2B2d2e2e2d2d4|G2d2d2B2d2B2e2d2|d2AGd2G2F4F4||AB3d4d4d4|A2B2d4e2d2d4|d4A2B2d4d4|d2A2B2G2F4F2G2
624,A2E2D4E2G2G2B2|Bd3B2A2B2ede2d2|A2G2E2FEGFG2B2F2|B2E2A2E2E2D2D4||A2E2D4E2G2G2B2|d2BdB2A2B2e2d4|A2G2E2F2G4B2FG|B2E2A2E2E2D2D4||e4f4d2B2A2d2|d2B2d2e2d2f2a2g2|e2g2g2f2d2B2d4|d2BAd4d4d4||e4f4d2B2A2d2|d2B2d2e2d2g2a2g2|e2gfg2e2ded2ede2|e2d2e2B2d2G2G4
625,F2GFd4ede2d2A2|A2B2d4e2d2ABA2|G4d2GAd4GFd2|e4d4A4G4||F2GFd4e4d2A2|A2B2d4e2d2A4|G2AGd2G2e2d2G2d2|e4e2d2GAGFd4||g4g3ad2g2e4|a3bd'2ad'agf2f2d2|ef2ged3e2d2A2d2|g2f2d4AGE2d2g2||g4f2g2g2a2d2a2|d'4e'2d'2d'2f2f2g2|f2gag2fed4defe|e4d2B2A2G2G4
626,e4g2f2d4d4|G2E2A2B2e2g2e2d2|gag2gag2e2d2dBd2|d2e2ede2e2d2d4||e2deagf2d4d4|G2E2BAB2e2age3d|g4a2g2e2d2d4|ededede2e2d2d4||d'2b2a2d'ba2d'ba2d'2|a2b2d'2b2bd'3a2f2|b2d'2aga2a2d'2g4|f4d2e2e2d2d4||d'4g2d'ba2b2a2d'2|a2b2d'2b2d'4a2f2|b2d'2a4a2b2g4|f2e2d2e2e2d2d4
627,A3BG2E2E2D2D2E2|A2F2G2E2F2A2B2A2|G2A2G4D2E2FEG2|AGEFB2G2E4E4||ABA2G2E2E2D2D2E2|A2F2G2E2F2A2B2A2|G2A2G2FGD2E2F2G2|G2EFB2G2EFE2E4||e4f2e2f4e2f2|e2d2e2d2d2A2A2B2|d2e2e2d2e2fee4|ede2d2f2d4de3||e4f2e2f4e2f2|e2d2e2d2d2A2A4|F4F2E2F2G2G4|B2G2G2E2E2F2G2A2
628,defeg4a4g2f2|d3ee2d2e4d4|d4d2efage2g2a2|d'2gaa2f2e2d2d4||e2feg2aga2b2g2f2|d4e2d2e4d4|d4d2f2age2g2a2|d'2g2a2f2e2d2d4||g2a2a2d'2d'4a2b2|ab3b2d'2d'2baf2a2|g2bd'd'4d'4d'2e'd'|bd'baa2f2f2d2d4||a4a2d'2d'4a2b2|b4a2d'2d'2a2f2g2|d'4b2d'2d'2a2d'4|d'2a2g2e2e2d2d4
629,"DE3DED2D2A,2G,2A,2|B,DA,2A,4A,4A,2B,2|G2DED4B,4D4|D2B,2D4D4D4||E4D4B,2A,2A,4|B,2A,B,A,4A,4A,2B,2|GFE2D4B,4D4|D2B,2D4D2B,2A,4||E4E4E4E4|D2E2F2E2D4D4|D4D2F2F4A2G2|E4D4D4B,4||E4E4E2D2E4|E4E4D4D4|D2E2D2E2F2E2E2D2|E2D2D2B,2B,3A,B,2A,2"
630,e2d2d4B2G2A2Bd|B2A2B2A2G2E2E4|f2e2ded2d4e2f2|e4d2e2b4g4||e2d2d2BdB2G2A2d2|d2A2dBA2G2E2DE3|f2e2d4d4e4|e4de3efgfage2||d4f2e2g4f2d2|d4d2B2G2F2E2F2|e2g2g2e2g4e2d2|e2d2d4g4g2e2||d4f2e2f2g2f2d2|d4d2B2G4E2F2|e2g2g2e2g4e2d2|e2g2g2feefg2f2g2
631,e2d2d2gafeg2g2f2|d4agfga2e2f2e2|d2e2e4agaba2ef|a2g2g2f2d4d4||e2dBd2a2f2g2g2f2|d4a2f2a2e2f2e2|d2e2e4agb2b2e2|a2g2g2f2d4d4||d'2e'2e'2d'e'd'2bd'd'4|bd'2e'e'd'3d'bf2efd2|a2d'2e'2d'2d'e'd'2d'2e'd'|bd'a2g4e2d2d4||d'2e'2e'2d'2d'4d'4|d'4d'4d'be2efd2|a2d'2d'2e'd'd'2e'2e'2d'2|d'2a2g4e2d2d4
632,"D4DEFED3B,G,A,G,2|A,B,G,2G,2A,2D4D4|D4B,2E2DED2B,2D2|F2G2F3EA4BAG2||D2B,2D4B,4A,2B,2|B,DA,2A,2G,A,B,DB,2A,3B,|B,4D4D4B,D3|D2F2F2D2D4D4||G4G3FE2D2D4|D2A,2B,DB,2A,B,D2E4|E4D4D2E2E3F|GFE2E2D2E2D2D2E2||F2G2G3FED3D4|D2A,2D2A,2A,2D2D4|D3EFGE2E2F2EFd2|A2F2D4D4D2B,D"
